,year,GP name,date,start,finish,statusId,team,driver,dob,circuit name,location,country,driver home,team home
195,2025,Spanish Grand Prix,2025-06-01,10,9,1,Aston Martin,Alonso,1981-07-29,Circuit de Pedralbes,Barcelona,SPA,1,0
196,2025,Spanish Grand Prix,2025-06-01,3,10,1,Red Bull,Verstappen,1972-03-04,Montjuïc,Barcelona,SPA,0,0
197,2025,Spanish Grand Prix,2025-06-01,3,10,1,Red Bull,Verstappen,1972-03-04,Circuit de Pedralbes,Barcelona,SPA,0,0
198,2025,Spanish Grand Prix,2025-06-01,3,10,1,Red Bull,Verstappen,1997-09-30,Montjuïc,Barcelona,SPA,0,0
199,2025,Spanish Grand Prix,2025-06-01,3,10,1,Red Bull,Verstappen,1997-09-30,Circuit de Pedralbes,Barcelona,SPA,0,0
200,2025,Spanish Grand Prix,2025-06-01,13,11,1,RB F1 Team,Lawson,2002-02-11,Montjuïc,Barcelona,SPA,0,0
201,2025,Spanish Grand Prix,2025-06-01,13,11,1,RB F1 Team,Lawson,2002-02-11,Circuit de Pedralbes,Barcelona,SPA,0,0
202,2025,Spanish Grand Prix,2025-06-01,12,12,1,Sauber,Bortoleto,,Montjuïc,Barcelona,SPA,0,0
203,2025,Spanish Grand Prix,2025-06-01,12,12,1,Sauber,Bortoleto,,Circuit de Pedralbes,Barcelona,SPA,0,0
204,2025,Spanish Grand Prix,2025-06-01,19,13,1,Red Bull,Tsunoda,2000-05-11,Montjuïc,Barcelona,SPA,0,0
205,2025,Spanish Grand Prix,2025-06-01,19,13,1,Red Bull,Tsunoda,2000-05-11,Circuit de Pedralbes,Barcelona,SPA,0,0
206,2025,Spanish Grand Prix,2025-06-01,17,14,1,Williams,Sainz,1994-09-01,Montjuïc,Barcelona,SPA,1,0
207,2025,Spanish Grand Prix,2025-06-01,17,14,1,Williams,Sainz,1994-09-01,Circuit de Pedralbes,Barcelona,SPA,1,0
208,2025,Spanish Grand Prix,2025-06-01,18,15,1,Alpine,Colapinto,2003-05-27,Montjuïc,Barcelona,SPA,0,0
209,2025,Spanish Grand Prix,2025-06-01,18,15,1,Alpine,Colapinto,2003-05-27,Circuit de Pedralbes,Barcelona,SPA,0,0
210,2025,Spanish Grand Prix,2025-06-01,16,16,1,Haas F1 Team,Ocon,1996-09-17,Montjuïc,Barcelona,SPA,0,0
211,2025,Spanish Grand Prix,2025-06-01,16,16,1,Haas F1 Team,Ocon,1996-09-17,Circuit de Pedralbes,Barcelona,SPA,0,0
212,2025,Spanish Grand Prix,2025-06-01,14,17,1,Haas F1 Team,Bearman,2005-05-08,Montjuïc,Barcelona,SPA,0,0
213,2025,Spanish Grand Prix,2025-06-01,14,17,1,Haas F1 Team,Bearman,2005-05-08,Circuit de Pedralbes,Barcelona,SPA,0,0
214,2025,Spanish Grand Prix,2025-06-01,6,18,3,Mercedes,Antonelli,,Montjuïc,Barcelona,SPA,0,0
215,2025,Spanish Grand Prix,2025-06-01,6,18,3,Mercedes,Antonelli,,Circuit de Pedralbes,Barcelona,SPA,0,0
216,2025,Spanish Grand Prix,2025-06-01,11,19,3,Williams,Albon,1996-03-23,Montjuïc,Barcelona,SPA,0,0
217,2025,Spanish Grand Prix,2025-06-01,11,19,3,Williams,Albon,1996-03-23,Circuit de Pedralbes,Barcelona,SPA,0,0
218,2025,Canadian Grand Prix,2025-06-15,1,1,1,Mercedes,Russell,1998-02-15,,Montréal,CAN,0,0
219,2025,Canadian Grand Prix,2025-06-15,2,2,1,Red Bull,Verstappen,1972-03-04,,Montréal,CAN,0,0
220,2025,Canadian Grand Prix,2025-06-15,2,2,1,Red Bull,Verstappen,1997-09-30,,Montréal,CAN,0,0
221,2025,Canadian Grand Prix,2025-06-15,4,3,1,Mercedes,Antonelli,,,Montréal,CAN,0,0
222,2025,Canadian Grand Prix,2025-06-15,3,4,1,McLaren,Piastri,2001-04-06,,Montréal,CAN,0,0
223,2025,Canadian Grand Prix,2025-06-15,8,5,1,Ferrari,Leclerc,1997-10-16,,Montréal,CAN,0,0
224,2025,Canadian Grand Prix,2025-06-15,5,6,1,Ferrari,Hamilton,1985-01-07,,Montréal,CAN,0,0
225,2025,Canadian Grand Prix,2025-06-15,5,6,1,Ferrari,Hamilton,1920-04-30,,Montréal,CAN,0,0
226,2025,Canadian Grand Prix,2025-06-15,6,7,1,Aston Martin,Alonso,1981-07-29,,Montréal,CAN,0,0
227,2025,Canadian Grand Prix,2025-06-15,11,8,1,Sauber,Hulkenberg,,,Montréal,CAN,0,0
228,2025,Canadian Grand Prix,2025-06-15,14,9,1,Haas F1 Team,Ocon,1996-09-17,,Montréal,CAN,0,0
229,2025,Canadian Grand Prix,2025-06-15,16,10,1,Williams,Sainz,1994-09-01,,Montréal,CAN,0,0
230,2025,Canadian Grand Prix,2025-06-15,13,11,1,Haas F1 Team,Bearman,2005-05-08,,Montréal,CAN,0,0
231,2025,Canadian Grand Prix,2025-06-15,18,12,1,Red Bull,Tsunoda,2000-05-11,,Montréal,CAN,0,0
232,2025,Canadian Grand Prix,2025-06-15,10,13,1,Alpine,Colapinto,2003-05-27,,Montréal,CAN,0,0
233,2025,Canadian Grand Prix,2025-06-15,15,14,1,Sauber,Bortoleto,,,Montréal,CAN,0,0
234,2025,Canadian Grand Prix,2025-06-15,20,15,1,Alpine,Gasly,1996-02-07,,Montréal,CAN,0,0
235,2025,Canadian Grand Prix,2025-06-15,12,16,1,RB F1 Team,Hadjar,,,Montréal,CAN,0,0
236,2025,Canadian Grand Prix,2025-06-15,17,17,1,Aston Martin,Stroll,1998-10-29,,Montréal,CAN,1,0
237,2025,Canadian Grand Prix,2025-06-15,7,18,3,McLaren,Norris,1999-11-13,,Montréal,CAN,0,0
238,2025,Canadian Grand Prix,2025-06-15,19,19,3,RB F1 Team,Lawson,2002-02-11,,Montréal,CAN,0,0
239,2025,Canadian Grand Prix,2025-06-15,9,20,3,Williams,Albon,1996-03-23,,Montréal,CAN,0,0
240,2025,Austrian Grand Prix,2025-06-29,1,1,1,McLaren,Norris,1999-11-13,Red Bull Ring,Spielberg,AUT,0,0
241,2025,Austrian Grand Prix,2025-06-29,3,2,1,McLaren,Piastri,2001-04-06,Red Bull Ring,Spielberg,AUT,0,0
242,2025,Austrian Grand Prix,2025-06-29,2,3,1,Ferrari,Leclerc,1997-10-16,Red Bull Ring,Spielberg,AUT,0,0
243,2025,Austrian Grand Prix,2025-06-29,4,4,1,Ferrari,Hamilton,1985-01-07,Red Bull Ring,Spielberg,AUT,0,0
244,2025,Austrian Grand Prix,2025-06-29,4,4,1,Ferrari,Hamilton,1920-04-30,Red Bull Ring,Spielberg,AUT,0,0
245,2025,Austrian Grand Prix,2025-06-29,5,5,1,Mercedes,Russell,1998-02-15,Red Bull Ring,Spielberg,AUT,0,0
246,2025,Austrian Grand Prix,2025-06-29,6,6,1,RB F1 Team,Lawson,2002-02-11,Red Bull Ring,Spielberg,AUT,0,0
247,2025,Austrian Grand Prix,2025-06-29,11,7,1,Aston Martin,Alonso,1981-07-29,Red Bull Ring,Spielberg,AUT,0,0
248,2025,Austrian Grand Prix,2025-06-29,8,8,1,Sauber,Bortoleto,,Red Bull Ring,Spielberg,AUT,0,0
249,2025,Austrian Grand Prix,2025-06-29,20,9,1,Sauber,Hulkenberg,,Red Bull Ring,Spielberg,AUT,0,0
250,2025,Austrian Grand Prix,2025-06-29,17,10,1,Haas F1 Team,Ocon,1996-09-17,Red Bull Ring,Spielberg,AUT,0,0
251,2025,Austrian Grand Prix,2025-06-29,15,11,1,Haas F1 Team,Bearman,2005-05-08,Red Bull Ring,Spielberg,AUT,0,0
252,2025,Austrian Grand Prix,2025-06-29,13,12,1,RB F1 Team,Hadjar,,Red Bull Ring,Spielberg,AUT,0,0
253,2025,Austrian Grand Prix,2025-06-29,10,13,1,Alpine,Gasly,1996-02-07,Red Bull Ring,Spielberg,AUT,0,0
254,2025,Austrian Grand Prix,2025-06-29,16,14,1,Aston Martin,Stroll,1998-10-29,Red Bull Ring,Spielberg,AUT,0,0
255,2025,Austrian Grand Prix,2025-06-29,14,15,1,Alpine,Colapinto,2003-05-27,Red Bull Ring,Spielberg,AUT,0,0
256,2025,Austrian Grand Prix,2025-06-29,18,16,1,Red Bull,Tsunoda,2000-05-11,Red Bull Ring,Spielberg,AUT,0,1
257,2025,Austrian Grand Prix,2025-06-29,12,17,3,Williams,Albon,1996-03-23,Red Bull Ring,Spielberg,AUT,0,0
258,2025,Austrian Grand Prix,2025-06-29,7,18,3,Red Bull,Verstappen,1972-03-04,Red Bull Ring,Spielberg,AUT,0,1
259,2025,Austrian Grand Prix,2025-06-29,7,18,3,Red Bull,Verstappen,1997-09-30,Red Bull Ring,Spielberg,AUT,0,1
260,2025,Austrian Grand Prix,2025-06-29,9,19,3,Mercedes,Antonelli,,Red Bull Ring,Spielberg,AUT,0,0
261,2025,Austrian Grand Prix,2025-06-29,19,20,3,Williams,Sainz,1994-09-01,Red Bull Ring,Spielberg,AUT,0,0
262,2025,British Grand Prix,2025-07-06,3,1,1,McLaren,Norris,1999-11-13,Silverstone Circuit,Silverstone,UNI,0,0
263,2025,British Grand Prix,2025-07-06,2,2,1,McLaren,Piastri,2001-04-06,Silverstone Circuit,Silverstone,UNI,0,0
264,2025,British Grand Prix,2025-07-06,19,3,1,Sauber,Hulkenberg,,Silverstone Circuit,Silverstone,UNI,0,0
265,2025,British Grand Prix,2025-07-06,5,4,1,Ferrari,Hamilton,1985-01-07,Silverstone Circuit,Silverstone,UNI,0,0
266,2025,British Grand Prix,2025-07-06,5,4,1,Ferrari,Hamilton,1920-04-30,Silverstone Circuit,Silverstone,UNI,0,0
267,2025,British Grand Prix,2025-07-06,1,5,1,Red Bull,Verstappen,1972-03-04,Silverstone Circuit,Silverstone,UNI,0,0
268,2025,British Grand Prix,2025-07-06,1,5,1,Red Bull,Verstappen,1997-09-30,Silverstone Circuit,Silverstone,UNI,0,0
269,2025,British Grand Prix,2025-07-06,8,6,1,Alpine,Gasly,1996-02-07,Silverstone Circuit,Silverstone,UNI,0,0
270,2025,British Grand Prix,2025-07-06,17,7,1,Aston Martin,Stroll,1998-10-29,Silverstone Circuit,Silverstone,UNI,0,0
271,2025,British Grand Prix,2025-07-06,13,8,1,Williams,Albon,1996-03-23,Silverstone Circuit,Silverstone,UNI,0,0
272,2025,British Grand Prix,2025-07-06,7,9,1,Aston Martin,Alonso,1981-07-29,Silverstone Circuit,Silverstone,UNI,0,0
273,2025,British Grand Prix,2025-07-06,4,10,1,Mercedes,Russell,1998-02-15,Silverstone Circuit,Silverstone,UNI,0,0
274,2025,British Grand Prix,2025-07-06,18,11,1,Haas F1 Team,Bearman,2005-05-08,Silverstone Circuit,Silverstone,UNI,0,0
275,2025,British Grand Prix,2025-07-06,9,12,1,Williams,Sainz,1994-09-01,Silverstone Circuit,Silverstone,UNI,0,0
276,2025,British Grand Prix,2025-07-06,14,13,1,Haas F1 Team,Ocon,1996-09-17,Silverstone Circuit,Silverstone,UNI,0,0
277,2025,British Grand Prix,2025-07-06,6,14,1,Ferrari,Leclerc,1997-10-16,Silverstone Circuit,Silverstone,UNI,0,0
278,2025,British Grand Prix,2025-07-06,11,15,1,Red Bull,Tsunoda,2000-05-11,Silverstone Circuit,Silverstone,UNI,0,0
279,2025,British Grand Prix,2025-07-06,10,16,3,Mercedes,Antonelli,,Silverstone Circuit,Silverstone,UNI,0,0
280,2025,British Grand Prix,2025-07-06,12,17,3,RB F1 Team,Hadjar,,Silverstone Circuit,Silverstone,UNI,0,0
281,2025,British Grand Prix,2025-07-06,16,18,3,Sauber,Bortoleto,,Silverstone Circuit,Silverstone,UNI,0,0
282,2025,British Grand Prix,2025-07-06,15,19,3,RB F1 Team,Lawson,2002-02-11,Silverstone Circuit,Silverstone,UNI,0,0
283,2025,British Grand Prix,2025-07-06,20,20,3,Alpine,Colapinto,2003-05-27,Silverstone Circuit,Silverstone,UNI,0,0
284,2025,Belgian Grand Prix,2025-07-27,2,1,1,McLaren,Piastri,2001-04-06,,Spa-Francorchamps,BEL,0,0
285,2025,Belgian Grand Prix,2025-07-27,1,2,1,McLaren,Norris,1999-11-13,,Spa-Francorchamps,BEL,0,0
286,2025,Belgian Grand Prix,2025-07-27,3,3,1,Ferrari,Leclerc,1997-10-16,,Spa-Francorchamps,BEL,0,0
287,2025,Belgian Grand Prix,2025-07-27,4,4,1,Red Bull,Verstappen,1972-03-04,,Spa-Francorchamps,BEL,0,0
288,2025,Belgian Grand Prix,2025-07-27,4,4,1,Red Bull,Verstappen,1997-09-30,,Spa-Francorchamps,BEL,0,0
289,2025,Belgian Grand Prix,2025-07-27,6,5,1,Mercedes,Russell,1998-02-15,,Spa-Francorchamps,BEL,0,0
290,2025,Belgian Grand Prix,2025-07-27,5,6,1,Williams,Albon,1996-03-23,,Spa-Francorchamps,BEL,0,0
291,2025,Belgian Grand Prix,2025-07-27,18,7,1,Ferrari,Hamilton,1985-01-07,,Spa-Francorchamps,BEL,0,0
292,2025,Belgian Grand Prix,2025-07-27,18,7,1,Ferrari,Hamilton,1920-04-30,,Spa-Francorchamps,BEL,0,0
293,2025,Belgian Grand Prix,2025-07-27,9,8,1,RB F1 Team,Lawson,2002-02-11,,Spa-Francorchamps,BEL,0,0
294,2025,Belgian Grand Prix,2025-07-27,10,9,1,Sauber,Bortoleto,,,Spa-Francorchamps,BEL,0,0
295,2025,Belgian Grand Prix,2025-07-27,13,10,1,Alpine,Gasly,1996-02-07,,Spa-Francorchamps,BEL,0,0
296,2025,Belgian Grand Prix,2025-07-27,12,11,1,Haas F1 Team,Bearman,2005-05-08,,Spa-Francorchamps,BEL,0,0
297,2025,Belgian Grand Prix,2025-07-27,14,12,1,Sauber,Hulkenberg,,,Spa-Francorchamps,BEL,0,0
298,2025,Belgian Grand Prix,2025-07-27,7,13,1,Red Bull,Tsunoda,2000-05-11,,Spa-Francorchamps,BEL,0,0
299,2025,Belgian Grand Prix,2025-07-27,16,14,1,Aston Martin,Stroll,1998-10-29,,Spa-Francorchamps,BEL,0,0
300,2025,Belgian Grand Prix,2025-07-27,11,15,1,Haas F1 Team,Ocon,1996-09-17,,Spa-Francorchamps,BEL,0,0
301,2025,Belgian Grand Prix,2025-07-27,19,16,1,Mercedes,Antonelli,,,Spa-Francorchamps,BEL,0,0
302,2025,Belgian Grand Prix,2025-07-27,20,17,1,Aston Martin,Alonso,1981-07-29,,Spa-Francorchamps,BEL,0,0
303,2025,Belgian Grand Prix,2025-07-27,17,18,1,Williams,Sainz,1994-09-01,,Spa-Francorchamps,BEL,0,0
304,2025,Belgian Grand Prix,2025-07-27,15,19,1,Alpine,Colapinto,2003-05-27,,Spa-Francorchamps,BEL,0,0
305,2025,Belgian Grand Prix,2025-07-27,8,20,1,RB F1 Team,Hadjar,,,Spa-Francorchamps,BEL,0,0
306,2025,Hungarian Grand Prix,2025-08-03,3,1,1,McLaren,Norris,1999-11-13,Hungaroring,Budapest,HUN,0,0
307,2025,Hungarian Grand Prix,2025-08-03,2,2,1,McLaren,Piastri,2001-04-06,Hungaroring,Budapest,HUN,0,0
308,2025,Hungarian Grand Prix,2025-08-03,4,3,1,Mercedes,Russell,1998-02-15,Hungaroring,Budapest,HUN,0,0
309,2025,Hungarian Grand Prix,2025-08-03,1,4,1,Ferrari,Leclerc,1997-10-16,Hungaroring,Budapest,HUN,0,0
310,2025,Hungarian Grand Prix,2025-08-03,5,5,1,Aston Martin,Alonso,1981-07-29,Hungaroring,Budapest,HUN,0,0
311,2025,Hungarian Grand Prix,2025-08-03,7,6,1,Sauber,Bortoleto,,Hungaroring,Budapest,HUN,0,0
312,2025,Hungarian Grand Prix,2025-08-03,6,7,1,Aston Martin,Stroll,1998-10-29,Hungaroring,Budapest,HUN,0,0
313,2025,Hungarian Grand Prix,2025-08-03,9,8,1,RB F1 Team,Lawson,2002-02-11,Hungaroring,Budapest,HUN,0,0
314,2025,Hungarian Grand Prix,2025-08-03,8,9,1,Red Bull,Verstappen,1972-03-04,Hungaroring,Budapest,HUN,0,0
315,2025,Hungarian Grand Prix,2025-08-03,8,9,1,Red Bull,Verstappen,1997-09-30,Hungaroring,Budapest,HUN,0,0
316,2025,Hungarian Grand Prix,2025-08-03,15,10,1,Mercedes,Antonelli,,Hungaroring,Budapest,HUN,0,0
317,2025,Hungarian Grand Prix,2025-08-03,10,11,1,RB F1 Team,Hadjar,,Hungaroring,Budapest,HUN,0,0
318,2025,Hungarian Grand Prix,2025-08-03,12,12,1,Ferrari,Hamilton,1985-01-07,Hungaroring,Budapest,HUN,0,0
319,2025,Hungarian Grand Prix,2025-08-03,12,12,1,Ferrari,Hamilton,1920-04-30,Hungaroring,Budapest,HUN,0,0
320,2025,Hungarian Grand Prix,2025-08-03,18,13,1,Sauber,Hulkenberg,,Hungaroring,Budapest,HUN,0,0
321,2025,Hungarian Grand Prix,2025-08-03,13,14,1,Williams,Sainz,1994-09-01,Hungaroring,Budapest,HUN,0,0
322,2025,Hungarian Grand Prix,2025-08-03,19,15,1,Williams,Albon,1996-03-23,Hungaroring,Budapest,HUN,0,0
323,2025,Hungarian Grand Prix,2025-08-03,17,16,1,Haas F1 Team,Ocon,1996-09-17,Hungaroring,Budapest,HUN,0,0
324,2025,Hungarian Grand Prix,2025-08-03,20,17,1,Red Bull,Tsunoda,2000-05-11,Hungaroring,Budapest,HUN,0,0
325,2025,Hungarian Grand Prix,2025-08-03,14,18,1,Alpine,Colapinto,2003-05-27,Hungaroring,Budapest,HUN,0,0
326,2025,Hungarian Grand Prix,2025-08-03,16,19,1,Alpine,Gasly,1996-02-07,Hungaroring,Budapest,HUN,0,0
327,2025,Hungarian Grand Prix,2025-08-03,11,20,3,Haas F1 Team,Bearman,2005-05-08,Hungaroring,Budapest,HUN,0,0
328,2025,Dutch Grand Prix,2025-08-31,1,1,1,McLaren,Piastri,2001-04-06,Circuit Park Zandvoort,Zandvoort,NET,0,0
329,2025,Dutch Grand Prix,2025-08-31,3,2,1,Red Bull,Verstappen,1972-03-04,Circuit Park Zandvoort,Zandvoort,NET,0,0
330,2025,Dutch Grand Prix,2025-08-31,3,2,1,Red Bull,Verstappen,1997-09-30,Circuit Park Zandvoort,Zandvoort,NET,0,0
331,2025,Dutch Grand Prix,2025-08-31,4,3,1,RB F1 Team,Hadjar,,Circuit Park Zandvoort,Zandvoort,NET,0,0
332,2025,Dutch Grand Prix,2025-08-31,5,4,1,Mercedes,Russell,1998-02-15,Circuit Park Zandvoort,Zandvoort,NET,0,0
333,2025,Dutch Grand Prix,2025-08-31,15,5,1,Williams,Albon,1996-03-23,Circuit Park Zandvoort,Zandvoort,NET,0,0
334,2025,Dutch Grand Prix,2025-08-31,20,6,1,Haas F1 Team,Bearman,2005-05-08,Circuit Park Zandvoort,Zandvoort,NET,0,0
335,2025,Dutch Grand Prix,2025-08-31,19,7,1,Aston Martin,Stroll,1998-10-29,Circuit Park Zandvoort,Zandvoort,NET,0,0
336,2025,Dutch Grand Prix,2025-08-31,10,8,1,Aston Martin,Alonso,1981-07-29,Circuit Park Zandvoort,Zandvoort,NET,0,0
337,2025,Dutch Grand Prix,2025-08-31,12,9,1,Red Bull,Tsunoda,2000-05-11,Circuit Park Zandvoort,Zandvoort,NET,0,0
338,2025,Dutch Grand Prix,2025-08-31,18,10,1,Haas F1 Team,Ocon,1996-09-17,Circuit Park Zandvoort,Zandvoort,NET,0,0
339,2025,Dutch Grand Prix,2025-08-31,16,11,1,Alpine,Colapinto,2003-05-27,Circuit Park Zandvoort,Zandvoort,NET,0,0
340,2025,Dutch Grand Prix,2025-08-31,8,12,1,RB F1 Team,Lawson,2002-02-11,Circuit Park Zandvoort,Zandvoort,NET,0,0
341,2025,Dutch Grand Prix,2025-08-31,9,13,1,Williams,Sainz,1994-09-01,Circuit Park Zandvoort,Zandvoort,NET,0,0
342,2025,Dutch Grand Prix,2025-08-31,17,14,1,Sauber,Hulkenberg,,Circuit Park Zandvoort,Zandvoort,NET,0,0
343,2025,Dutch Grand Prix,2025-08-31,13,15,1,Sauber,Bortoleto,,Circuit Park Zandvoort,Zandvoort,NET,0,0
344,2025,Dutch Grand Prix,2025-08-31,11,16,1,Mercedes,Antonelli,,Circuit Park Zandvoort,Zandvoort,NET,0,0
345,2025,Dutch Grand Prix,2025-08-31,14,17,1,Alpine,Gasly,1996-02-07,Circuit Park Zandvoort,Zandvoort,NET,0,0
346,2025,Dutch Grand Prix,2025-08-31,2,18,3,McLaren,Norris,1999-11-13,Circuit Park Zandvoort,Zandvoort,NET,0,0
347,2025,Dutch Grand Prix,2025-08-31,6,19,3,Ferrari,Leclerc,1997-10-16,Circuit Park Zandvoort,Zandvoort,NET,0,0
348,2025,Dutch Grand Prix,2025-08-31,7,20,3,Ferrari,Hamilton,1985-01-07,Circuit Park Zandvoort,Zandvoort,NET,0,0
349,2025,Dutch Grand Prix,2025-08-31,7,20,3,Ferrari,Hamilton,1920-04-30,Circuit Park Zandvoort,Zandvoort,NET,0,0
350,2025,Italian Grand Prix,2025-09-07,1,1,1,Red Bull,Verstappen,1972-03-04,Autodromo Nazionale di Monza,Monza,ITA,0,0
351,2025,Italian Grand Prix,2025-09-07,1,1,1,Red Bull,Verstappen,1997-09-30,Autodromo Nazionale di Monza,Monza,ITA,0,0
352,2025,Italian Grand Prix,2025-09-07,2,2,1,McLaren,Norris,1999-11-13,Autodromo Nazionale di Monza,Monza,ITA,0,0
353,2025,Italian Grand Prix,2025-09-07,3,3,1,McLaren,Piastri,2001-04-06,Autodromo Nazionale di Monza,Monza,ITA,0,0
354,2025,Italian Grand Prix,2025-09-07,4,4,1,Ferrari,Leclerc,1997-10-16,Autodromo Nazionale di Monza,Monza,ITA,0,1
355,2025,Italian Grand Prix,2025-09-07,5,5,1,Mercedes,Russell,1998-02-15,Autodromo Nazionale di Monza,Monza,ITA,0,0
356,2025,Italian Grand Prix,2025-09-07,10,6,1,Ferrari,Hamilton,1985-01-07,Autodromo Nazionale di Monza,Monza,ITA,0,1
357,2025,Italian Grand Prix,2025-09-07,10,6,1,Ferrari,Hamilton,1920-04-30,Autodromo Nazionale di Monza,Monza,ITA,0,1
358,2025,Italian Grand Prix,2025-09-07,14,7,1,Williams,Albon,1996-03-23,Autodromo Nazionale di Monza,Monza,ITA,0,0
359,2025,Italian Grand Prix,2025-09-07,7,8,1,Sauber,Bortoleto,,Autodromo Nazionale di Monza,Monza,ITA,0,0
360,2025,Italian Grand Prix,2025-09-07,6,9,1,Mercedes,Antonelli,,Autodromo Nazionale di Monza,Monza,ITA,0,0
361,2025,Italian Grand Prix,2025-09-07,19,10,1,RB F1 Team,Hadjar,,Autodromo Nazionale di Monza,Monza,ITA,0,1
362,2025,Italian Grand Prix,2025-09-07,13,11,1,Williams,Sainz,1994-09-01,Autodromo Nazionale di Monza,Monza,ITA,0,0
363,2025,Italian Grand Prix,2025-09-07,11,12,1,Haas F1 Team,Bearman,2005-05-08,Autodromo Nazionale di Monza,Monza,ITA,0,0
364,2025,Italian Grand Prix,2025-09-07,9,13,1,Red Bull,Tsunoda,2000-05-11,Autodromo Nazionale di Monza,Monza,ITA,0,0
365,2025,Italian Grand Prix,2025-09-07,18,14,1,RB F1 Team,Lawson,2002-02-11,Autodromo Nazionale di Monza,Monza,ITA,0,1
366,2025,Italian Grand Prix,2025-09-07,15,15,1,Haas F1 Team,Ocon,1996-09-17,Autodromo Nazionale di Monza,Monza,ITA,0,0
367,2025,Italian Grand Prix,2025-09-07,20,16,1,Alpine,Gasly,1996-02-07,Autodromo Nazionale di Monza,Monza,ITA,0,0
368,2025,Italian Grand Prix,2025-09-07,17,17,1,Alpine,Colapinto,2003-05-27,Autodromo Nazionale di Monza,Monza,ITA,0,0
369,2025,Italian Grand Prix,2025-09-07,16,18,1,Aston Martin,Stroll,1998-10-29,Autodromo Nazionale di Monza,Monza,ITA,0,0
370,2025,Italian Grand Prix,2025-09-07,8,19,3,Aston Martin,Alonso,1981-07-29,Autodromo Nazionale di Monza,Monza,ITA,0,0
371,2025,Italian Grand Prix,2025-09-07,12,20,3,Sauber,Hulkenberg,,Autodromo Nazionale di Monza,Monza,ITA,0,0
372,2025,Azerbaijan Grand Prix,2025-09-21,1,1,1,Red Bull,Verstappen,1972-03-04,Baku City Circuit,Baku,AZE,0,0
373,2025,Azerbaijan Grand Prix,2025-09-21,1,1,1,Red Bull,Verstappen,1997-09-30,Baku City Circuit,Baku,AZE,0,0
374,2025,Azerbaijan Grand Prix,2025-09-21,5,2,1,Mercedes,Russell,1998-02-15,Baku City Circuit,Baku,AZE,0,0
375,2025,Azerbaijan Grand Prix,2025-09-21,2,3,1,Williams,Sainz,1994-09-01,Baku City Circuit,Baku,AZE,0,0
376,2025,Azerbaijan Grand Prix,2025-09-21,4,4,1,Mercedes,Antonelli,,Baku City Circuit,Baku,AZE,0,0
377,2025,Azerbaijan Grand Prix,2025-09-21,3,5,1,RB F1 Team,Lawson,2002-02-11,Baku City Circuit,Baku,AZE,0,0
378,2025,Azerbaijan Grand Prix,2025-09-21,6,6,1,Red Bull,Tsunoda,2000-05-11,Baku City Circuit,Baku,AZE,0,0
379,2025,Azerbaijan Grand Prix,2025-09-21,7,7,1,McLaren,Norris,1999-11-13,Baku City Circuit,Baku,AZE,0,0
380,2025,Azerbaijan Grand Prix,2025-09-21,12,8,1,Ferrari,Hamilton,1985-01-07,Baku City Circuit,Baku,AZE,0,0
381,2025,Azerbaijan Grand Prix,2025-09-21,12,8,1,Ferrari,Hamilton,1920-04-30,Baku City Circuit,Baku,AZE,0,0
382,2025,Azerbaijan Grand Prix,2025-09-21,10,9,1,Ferrari,Leclerc,1997-10-16,Baku City Circuit,Baku,AZE,0,0
383,2025,Azerbaijan Grand Prix,2025-09-21,8,10,1,RB F1 Team,Hadjar,,Baku City Circuit,Baku,AZE,0,0
384,2025,Azerbaijan Grand Prix,2025-09-21,13,11,1,Sauber,Bortoleto,,Baku City Circuit,Baku,AZE,0,0
385,2025,Azerbaijan Grand Prix,2025-09-21,15,12,1,Haas F1 Team,Bearman,2005-05-08,Baku City Circuit,Baku,AZE,0,0
386,2025,Azerbaijan Grand Prix,2025-09-21,19,13,1,Williams,Albon,1996-03-23,Baku City Circuit,Baku,AZE,0,0
387,2025,Azerbaijan Grand Prix,2025-09-21,20,14,1,Haas F1 Team,Ocon,1996-09-17,Baku City Circuit,Baku,AZE,0,0
388,2025,Azerbaijan Grand Prix,2025-09-21,11,15,1,Aston Martin,Alonso,1981-07-29,Baku City Circuit,Baku,AZE,0,0
389,2025,Azerbaijan Grand Prix,2025-09-21,17,16,1,Sauber,Hulkenberg,,Baku City Circuit,Baku,AZE,0,0
390,2025,Azerbaijan Grand Prix,2025-09-21,14,17,1,Aston Martin,Stroll,1998-10-29,Baku City Circuit,Baku,AZE,0,0
391,2025,Azerbaijan Grand Prix,2025-09-21,18,18,1,Alpine,Gasly,1996-02-07,Baku City Circuit,Baku,AZE,0,0
392,2025,Azerbaijan Grand Prix,2025-09-21,16,19,1,Alpine,Colapinto,2003-05-27,Baku City Circuit,Baku,AZE,0,0
393,2025,Azerbaijan Grand Prix,2025-09-21,9,20,3,McLaren,Piastri,2001-04-06,Baku City Circuit,Baku,AZE,0,0
394,2025,Singapore Grand Prix,2025-10-05,1,1,1,Mercedes,Russell,1998-02-15,Marina Bay Street Circuit,Marina Bay,SIN,0,0
395,2025,Singapore Grand Prix,2025-10-05,2,2,1,Red Bull,Verstappen,1972-03-04,Marina Bay Street Circuit,Marina Bay,SIN,0,0
396,2025,Singapore Grand Prix,2025-10-05,2,2,1,Red Bull,Verstappen,1997-09-30,Marina Bay Street Circuit,Marina Bay,SIN,0,0
